rpm,torque,efficiency
6478.342773,22.857143,0.819378
6640.301270,22.857143,0.814531
6802.259766,22.857143,0.809845
6964.218262,22.857143,0.805347
7126.177246,22.857143,0.801052
7288.135742,22.857143,0.796971
7450.094238,22.857143,0.793108
7612.052734,22.857143,0.789463
7774.011230,22.857143,0.786030
7935.969727,22.857143,0.782799
8097.928223,22.857143,0.779759
8259.886719,22.857143,0.776895
8421.845703,22.857143,0.774191
8583.803711,22.857143,0.771630
8745.762695,22.857143,0.769196
8907.721680,22.857143,0.766871
9069.679688,22.857143,0.764641
9231.638672,22.857143,0.762489
9393.596680,22.857143,0.760402
9555.555664,22.857143,0.758367
0.000000,24.489796,0.827095
161.958572,24.489796,0.828841
323.917145,24.489796,0.830762
485.875702,24.489796,0.832886
647.834290,24.489796,0.835230
809.792847,24.489796,0.837803
971.751404,24.489796,0.840606
1133.709961,24.489796,0.843634
1295.668579,24.489796,0.846875
1457.627075,24.489796,0.850308
1619.585693,24.489796,0.853902
1781.544312,24.489796,0.857622
1943.502808,24.489796,0.861420
2105.461426,24.489796,0.865245
2267.419922,24.489796,0.869036
2429.378418,24.489796,0.872728
2591.337158,24.489796,0.876252
2753.295654,24.489796,0.879538
2915.254150,24.489796,0.882513
3077.212891,24.489796,0.885111
3239.171387,24.489796,0.887265
3401.129883,24.489796,0.888917
3563.088623,24.489796,0.890016
3725.047119,24.489796,0.890524
3887.005615,24.489796,0.890411
4048.964111,24.489796,0.889660
4210.922852,24.489796,0.888268
4372.881348,24.489796,0.886246
4534.839844,24.489796,0.883615
4696.798340,24.489796,0.880410
4858.756836,24.489796,0.876677
5020.715820,24.489796,0.872470
5182.674316,24.489796,0.867851
5344.632812,24.489796,0.862888
5506.591309,24.489796,0.857650
5668.549805,24.489796,0.852211
5830.508301,24.489796,0.846639
5992.467285,24.489796,0.841004
6154.425781,24.489796,0.835368
6316.384277,24.489796,0.829790
6478.342773,24.489796,0.824320
6640.301270,24.489796,0.819002
6802.259766,24.489796,0.813869
6964.218262,24.489796,0.808951
7126.177246,24.489796,0.804265
7288.135742,24.489796,0.799825
7450.094238,24.489796,0.795634
7612.052734,24.489796,0.791692
7774.011230,24.489796,0.787993
7935.969727,24.489796,0.784526
8097.928223,24.489796,0.781278
8259.886719,24.489796,0.778232
8421.845703,24.489796,0.775371
8583.803711,24.489796,0.772675
8745.762695,24.489796,0.770126
8907.721680,24.489796,0.767705
9069.679688,24.489796,0.765393
9231.638672,24.489796,0.763174
9393.596680,24.489796,0.761031
9555.555664,24.489796,0.758951
0.000000,26.122450,0.828568
161.958572,26.122450,0.830523
323.917145,26.122450,0.832680
485.875702,26.122450,0.835071
647.834290,26.122450,0.837713
809.792847,26.122450,0.840616
971.751404,26.122450,0.843780
1133.709961,26.122450,0.847200
1295.668579,26.122450,0.850862
1457.627075,26.122450,0.854741
1619.585693,26.122450,0.858806
1781.544312,26.122450,0.863014
1943.502808,26.122450,0.867314
2105.461426,26.122450,0.871647
2267.419922,26.122450,0.875947
2429.378418,26.122450,0.880140
2591.337158,26.122450,0.884149
2753.295654,26.122450,0.887896
2915.254150,26.122450,0.891302
3077.212891,26.122450,0.894289
3239.171387,26.122450,0.896785
3401.129883,26.122450,0.898725
3563.088623,26.122450,0.900053
3725.047119,26.122450,0.900725
3887.005615,26.122450,0.900707
4048.964111,26.122450,0.899982
4210.922852,26.122450,0.898547
4372.881348,26.122450,0.896411
4534.839844,26.122450,0.893600
4696.798340,26.122450,0.890153
4858.756836,26.122450,0.886120
5020.715820,26.122450,0.881562
5182.674316,26.122450,0.876547
5344.632812,26.122450,0.871151
5506.591309,26.122450,0.865452
5668.549805,26.122450,0.859530
5830.508301,26.122450,0.853462
5992.467285,26.122450,0.847326
6154.425781,26.122450,0.841191
6316.384277,26.122450,0.835122
6478.342773,26.122450,0.829174
6640.301270,26.122450,0.823396
6802.259766,26.122450,0.817828
6964.218262,26.122450,0.812499
7126.177246,26.122450,0.807431
7288.135742,26.122450,0.802638
7450.094238,26.122450,0.798124
7612.052734,26.122450,0.793890
7774.011230,26.122450,0.789929
7935.969727,26.122450,0.786228
8097.928223,26.122450,0.782774
8259.886719,26.122450,0.779547
8421.845703,26.122450,0.776529
8583.803711,26.122450,0.773698
8745.762695,26.122450,0.771034
8907.721680,26.122450,0.768514
9069.679688,26.122450,0.766121
9231.638672,26.122450,0.763833
9393.596680,26.122450,0.761634
9555.555664,26.122450,0.759507
0.000000,27.755102,0.829940
161.958572,27.755102,0.832089
323.917145,27.755102,0.834469
485.875702,27.755102,0.837110
647.834290,27.755102,0.840031
809.792847,27.755102,0.843242
971.751404,27.755102,0.846745
1133.709961,27.755102,0.850532
1295.668579,27.755102,0.854588
1457.627075,27.755102,0.858887
1619.585693,27.755102,0.863392
1781.544312,27.755102,0.868058
1943.502808,27.755102,0.872828
2105.461426,27.755102,0.877638
2267.419922,27.755102,0.882415
2429.378418,27.755102,0.887077
2591.337158,27.755102,0.891542
2753.295654,27.755102,0.895723
2915.254150,27.755102,0.899532
3077.212891,27.755102,0.902885
3239.171387,27.755102,0.905703
3401.129883,27.755102,0.907915
3563.088623,27.755102,0.909459
3725.047119,27.755102,0.910286
3887.005615,27.755102,0.910361
4048.964111,27.755102,0.909664
4210.922852,27.755102,0.908191
4372.881348,27.755102,0.905953
4534.839844,27.755102,0.902979
4696.798340,27.755102,0.899309
4858.756836,27.755102,0.895001
5020.715820,27.755102,0.890118
5182.674316,27.755102,0.884738
5344.632812,27.755102,0.878942
5506.591309,27.755102,0.872816
5668.549805,27.755102,0.866447
5830.508301,27.755102,0.859920
5992.467285,27.755102,0.853318
6154.425781,27.755102,0.846718
6316.384277,27.755102,0.840191
6478.342773,27.755102,0.833798
6640.301270,27.755102,0.827591
6802.259766,27.755102,0.821614
6964.218262,27.755102,0.815899
7126.177246,27.755102,0.810471
7288.135742,27.755102,0.805344
7450.094238,27.755102,0.800524
7612.052734,27.755102,0.796012
7774.011230,27.755102,0.791799
7935.969727,27.755102,0.787875
8097.928223,27.755102,0.784221
8259.886719,27.755102,0.780820
8421.845703,27.755102,0.777649
8583.803711,27.755102,0.774686
8745.762695,27.755102,0.771908
8907.721680,27.755102,0.769293
9069.679688,27.755102,0.766818
9231.638672,27.755102,0.764462
9393.596680,27.755102,0.762206
9555.555664,27.755102,0.760033
0.000000,29.387754,0.831168
161.958572,29.387754,0.833491
323.917145,29.387754,0.836068
485.875702,29.387754,0.838932
647.834290,29.387754,0.842102
809.792847,29.387754,0.845588
971.751404,29.387754,0.849393
1133.709961,29.387754,0.853507
1295.668579,29.387754,0.857915
1457.627075,29.387754,0.862588
1619.585693,29.387754,0.867486
1781.544312,29.387754,0.872561
1943.502808,29.387754,0.877751
2105.461426,29.387754,0.882986
2267.419922,29.387754,0.888188
2429.378418,29.387754,0.893270
2591.337158,29.387754,0.898142
2753.295654,29.387754,0.902710
2915.254150,29.387754,0.906880
3077.212891,29.387754,0.910561
3239.171387,29.387754,0.913669
3401.129883,29.387754,0.916126
3563.088623,29.387754,0.917865
3725.047119,29.387754,0.918835
3887.005615,29.387754,0.918997
4048.964111,29.387754,0.918329
4210.922852,29.387754,0.916828
4372.881348,29.387754,0.914506
4534.839844,29.387754,0.911392
4696.798340,29.387754,0.907532
4858.756836,29.387754,0.902985
5020.715820,29.387754,0.897822
5182.674316,29.387754,0.892125
5344.632812,29.387754,0.885981
5506.591309,29.387754,0.879482
5668.549805,29.387754,0.872721
5830.508301,29.387754,0.865791
5992.467285,29.387754,0.858781
6154.425781,29.387754,0.851772
6316.384277,29.387754,0.844840
6478.342773,29.387754,0.838052
6640.301270,29.387754,0.831464
6802.259766,29.387754,0.825121
6964.218262,29.387754,0.819061
7126.177246,29.387754,0.813308
7288.135742,29.387754,0.807879
7450.094238,29.387754,0.802782
7612.052734,29.387754,0.798014
7774.011230,29.387754,0.793571
7935.969727,29.387754,0.789438
8097.928223,29.387754,0.785599
8259.886719,29.387754,0.782034
8421.845703,29.387754,0.778718
8583.803711,29.387754,0.775630
8745.762695,29.387754,0.772744
8907.721680,29.387754,0.770035
9069.679688,29.387754,0.767481
9231.638672,29.387754,0.765058
9393.596680,29.387754,0.762747
9555.555664,29.387754,0.760528
0.000000,31.020409,0.832211
161.958572,31.020409,0.834679
323.917145,31.020409,0.837421
485.875702,31.020409,0.840471
647.834290,31.020409,0.843849
809.792847,31.020409,0.847565
971.751404,31.020409,0.851622
1133.709961,31.020409,0.856010
1295.668579,31.020409,0.860711
1457.627075,31.020409,0.865696
1619.585693,31.020409,0.870922
1781.544312,31.020409,0.876338
1943.502808,31.020409,0.881879
2105.461426,31.020409,0.887470
2267.419922,31.020409,0.893028
2429.378418,31.020409,0.898461
2591.337158,31.020409,0.903674
2753.295654,31.020409,0.908567
2915.254150,31.020409,0.913040
3077.212891,31.020409,0.916998
3239.171387,31.020409,0.920350
3401.129883,31.020409,0.923015
3563.088623,31.020409,0.924922
3725.047119,31.020409,0.926017
3887.005615,31.020409,0.926257
4048.964111,31.020409,0.925622
4210.922852,31.020409,0.924106
4372.881348,31.020409,0.921722
4534.839844,31.020409,0.918502
4696.798340,31.020409,0.914494
4858.756836,31.020409,0.909760
5020.715820,31.020409,0.904375
5182.674316,31.020409,0.898425
5344.632812,31.020409,0.892003
5506.591309,31.020409,0.885205
5668.549805,31.020409,0.878129
5830.508301,31.020409,0.870874
5992.467285,31.020409,0.863531
6154.425781,31.020409,0.856189
6316.384277,31.020409,0.848926
6478.342773,31.020409,0.841812
6640.301270,31.020409,0.834907
6802.259766,31.020409,0.828259
6964.218262,31.020409,0.821908
7126.177246,31.020409,0.815880
7288.135742,31.020409,0.810192
7450.094238,31.020409,0.804853
7612.052734,31.020409,0.799864
7774.011230,31.020409,0.795217
7935.969727,31.020409,0.790899
8097.928223,31.020409,0.786893
8259.886719,31.020409,0.783177
8421.845703,31.020409,0.779729
8583.803711,31.020409,0.776524
8745.762695,31.020409,0.773535
8907.721680,31.020409,0.770738
9069.679688,31.020409,0.768108
9231.638672,31.020409,0.765621
9393.596680,31.020409,0.763256
9555.555664,31.020409,0.760991
0.000000,32.653061,0.833035
161.958572,32.653061,0.835613
323.917145,32.653061,0.838480
485.875702,32.653061,0.841670
647.834290,32.653061,0.845205
809.792847,32.653061,0.849095
971.751404,32.653061,0.853342
1133.709961,32.653061,0.857937
1295.668579,32.653061,0.862860
1457.627075,32.653061,0.868081
1619.585693,32.653061,0.873556
1781.544312,32.653061,0.879230
1943.502808,32.653061,0.885036
2105.461426,32.653061,0.890897
2267.419922,32.653061,0.896725
2429.378418,32.653061,0.902425
2591.337158,32.653061,0.907897
2753.295654,32.653061,0.913038
2915.254150,32.653061,0.917744
3077.212891,32.653061,0.921915
3239.171387,32.653061,0.925456
3401.129883,32.653061,0.928284
3563.088623,32.653061,0.930325
3725.047119,32.653061,0.931522
3887.005615,32.653061,0.931832
4048.964111,32.653061,0.931232
4210.922852,32.653061,0.929716
4372.881348,32.653061,0.927300
4534.839844,32.653061,0.924016
4696.798340,32.653061,0.919912
4858.756836,32.653061,0.915055
5020.715820,32.653061,0.909521
5182.674316,32.653061,0.903399
5344.632812,32.653061,0.896785
5506.591309,32.653061,0.889779
5668.549805,32.653061,0.882483
5830.508301,32.653061,0.874998
5992.467285,32.653061,0.867418
6154.425781,32.653061,0.859835
6316.384277,32.653061,0.852331
6478.342773,32.653061,0.844976
6640.301270,32.653061,0.837835
6802.259766,32.653061,0.830956
6964.218262,32.653061,0.824381
7126.177246,32.653061,0.818137
7288.135742,32.653061,0.812244
7450.094238,32.653061,0.806711
7612.052734,32.653061,0.801538
7774.011230,32.653061,0.796720
7935.969727,32.653061,0.792245
8097.928223,32.653061,0.788094
8259.886719,32.653061,0.784246
8421.845703,32.653061,0.780679
8583.803711,32.653061,0.777367
8745.762695,32.653061,0.774284
8907.721680,32.653061,0.771404
9069.679688,32.653061,0.768702
9231.638672,32.653061,0.766153
9393.596680,32.653061,0.763734
9555.555664,32.653061,0.761424
0.000000,34.285713,0.833612
161.958572,34.285713,0.836259
323.917145,34.285713,0.839204
485.875702,34.285713,0.842483
647.834290,34.285713,0.846117
809.792847,34.285713,0.850116
971.751404,34.285713,0.854483
1133.709961,34.285713,0.859208
1295.668579,34.285713,0.864271
1457.627075,34.285713,0.869641
1619.585693,34.285713,0.875272
1781.544312,34.285713,0.881110
1943.502808,34.285713,0.887084
2105.461426,34.285713,0.893115
2267.419922,34.285713,0.899115
2429.378418,34.285713,0.904985
2591.337158,34.285713,0.910624
2753.295654,34.285713,0.915924
2915.254150,34.285713,0.920781
3077.212891,34.285713,0.925092
3239.171387,34.285713,0.928760
3401.129883,34.285713,0.931700
3563.088623,34.285713,0.933836
3725.047119,34.285713,0.935110
3887.005615,34.285713,0.935479
4048.964111,34.285713,0.934918
4210.922852,34.285713,0.933424
4372.881348,34.285713,0.931009
4534.839844,34.285713,0.927708
4696.798340,34.285713,0.923571
4858.756836,34.285713,0.918664
5020.715820,34.285713,0.913065
5182.674316,34.285713,0.906865
5344.632812,34.285713,0.900160
5506.591309,34.285713,0.893053
5668.549805,34.285713,0.885646
5830.508301,34.285713,0.878040
5992.467285,34.285713,0.870334
6154.425781,34.285713,0.862618
6316.384277,34.285713,0.854976
6478.342773,34.285713,0.847480
6640.301270,34.285713,0.840193
6802.259766,34.285713,0.833169
6964.218262,34.285713,0.826446
7126.177246,34.285713,0.820055
7288.135742,34.285713,0.814017
7450.094238,34.285713,0.808342
7612.052734,34.285713,0.803031
7774.011230,34.285713,0.798079
7935.969727,34.285713,0.793476
8097.928223,34.285713,0.789205
8259.886719,34.285713,0.785245
8421.845703,34.285713,0.781573
8583.803711,34.285713,0.778166
8745.762695,34.285713,0.774996
8907.721680,34.285713,0.772038
9069.679688,34.285713,0.769267
9231.638672,34.285713,0.766657
9393.596680,34.285713,0.764186
9555.555664,34.285713,0.761832
0.000000,35.918365,0.833924
161.958572,35.918365,0.836596
323.917145,35.918365,0.839570
485.875702,35.918365,0.842881
647.834290,35.918365,0.846550
809.792847,35.918365,0.850589
971.751404,35.918365,0.854999
1133.709961,35.918365,0.859772
1295.668579,35.918365,0.864886
1457.627075,35.918365,0.870310
1619.585693,35.918365,0.875999
1781.544312,35.918365,0.881897
1943.502808,35.918365,0.887933
2105.461426,35.918365,0.894029
2267.419922,35.918365,0.900093
2429.378418,35.918365,0.906029
2591.337158,35.918365,0.911733
2753.295654,35.918365,0.917098
2915.254150,35.918365,0.922018
3077.212891,35.918365,0.926390
3239.171387,35.918365,0.930117
3401.129883,35.918365,0.933114
3563.088623,35.918365,0.935304
3725.047119,35.918365,0.936629
3887.005615,35.918365,0.937046
4048.964111,35.918365,0.936531
4210.922852,35.918365,0.935079
4372.881348,35.918365,0.932705
4534.839844,35.918365,0.929441
4696.798340,35.918365,0.925339
4858.756836,35.918365,0.920463
5020.715820,35.918365,0.914893
5182.674316,35.918365,0.908717
5344.632812,35.918365,0.902032
5506.591309,35.918365,0.894940
5668.549805,35.918365,0.887541
5830.508301,35.918365,0.879938
5992.467285,35.918365,0.872225
6154.425781,35.918365,0.864494
6316.384277,35.918365,0.856827
6478.342773,35.918365,0.849296
6640.301270,35.918365,0.841965
6802.259766,35.918365,0.834885
6964.218262,35.918365,0.828098
7126.177246,35.918365,0.821635
7288.135742,35.918365,0.815516
7450.094238,35.918365,0.809754
7612.052734,35.918365,0.804351
7774.011230,35.918365,0.799305
7935.969727,35.918365,0.794606
8097.928223,35.918365,0.790238
8259.886719,35.918365,0.786185
8421.845703,35.918365,0.782423
8583.803711,35.918365,0.778930
8745.762695,35.918365,0.775680
8907.721680,35.918365,0.772649
9069.679688,35.918365,0.769811
9231.638672,35.918365,0.767141
9393.596680,35.918365,0.764618
9555.555664,35.918365,0.762218
0.000000,37.551022,0.833966
161.958572,37.551022,0.836617
323.917145,37.551022,0.839568
485.875702,37.551022,0.842853
647.834290,37.551022,0.846493
809.792847,37.551022,0.850500
971.751404,37.551022,0.854875
1133.709961,37.551022,0.859610
1295.668579,37.551022,0.864683
1457.627075,37.551022,0.870065
1619.585693,37.551022,0.875709
1781.544312,37.551022,0.881561
1943.502808,37.551022,0.887552
2105.461426,37.551022,0.893602
2267.419922,37.551022,0.899622
2429.378418,37.551022,0.905516
2591.337158,37.551022,0.911181
2753.295654,37.551022,0.916513
2915.254150,37.551022,0.921406
3077.212891,37.551022,0.925759
3239.171387,37.551022,0.929477
3401.129883,37.551022,0.932474
3563.088623,37.551022,0.934676
3725.047119,37.551022,0.936026
3887.005615,37.551022,0.936482
4048.964111,37.551022,0.936020
4210.922852,37.551022,0.934635
4372.881348,37.551022,0.932342
4534.839844,37.551022,0.929173
4696.798340,37.551022,0.925178
4858.756836,37.551022,0.920419
5020.715820,37.551022,0.914976
5182.674316,37.551022,0.908933
5344.632812,37.551022,0.902384
5506.591309,37.551022,0.895429
5668.549805,37.551022,0.888164
5830.508301,37.551022,0.880689
5992.467285,37.551022,0.873095
6154.425781,37.551022,0.865471
6316.384277,37.551022,0.857897
6478.342773,37.551022,0.850442
6640.301270,37.551022,0.843170
6802.259766,37.551022,0.836129
6964.218262,37.551022,0.829363
7126.177246,37.551022,0.822901
7288.135742,37.551022,0.816767
7450.094238,37.551022,0.810973
7612.052734,37.551022,0.805525
7774.011230,37.551022,0.800421
7935.969727,37.551022,0.795656
8097.928223,37.551022,0.791216
8259.886719,37.551022,0.787086
8421.845703,37.551022,0.783246
8583.803711,37.551022,0.779675
8745.762695,37.551022,0.776351
8907.721680,37.551022,0.773248
9069.679688,37.551022,0.770344
9231.638672,37.551022,0.767614
9393.596680,37.551022,0.765036
9555.555664,37.551022,0.762589
0.000000,39.183674,0.833741
161.958572,39.183674,0.836328
323.917145,39.183674,0.839205
485.875702,39.183674,0.842407
647.834290,39.183674,0.845955
809.792847,39.183674,0.849860
971.751404,39.183674,0.854124
1133.709961,39.183674,0.858737
1295.668579,39.183674,0.863681
1457.627075,39.183674,0.868925
1619.585693,39.183674,0.874425
1781.544312,39.183674,0.880128
1943.502808,39.183674,0.885966
2105.461426,39.183674,0.891863
2267.419922,39.183674,0.897732
2429.378418,39.183674,0.903480
2591.337158,39.183674,0.909006
2753.295654,39.183674,0.914210
2915.254150,39.183674,0.918989
3077.212891,39.183674,0.923245
3239.171387,39.183674,0.926886
3401.129883,39.183674,0.929830
3563.088623,39.183674,0.932005
3725.047119,39.183674,0.933356
3887.005615,39.183674,0.933842
4048.964111,39.183674,0.933442
4210.922852,39.183674,0.932149
4372.881348,39.183674,0.929980
4534.839844,39.183674,0.926964
4696.798340,39.183674,0.923148
4858.756836,39.183674,0.918594
5020.715820,39.183674,0.913375
5182.674316,39.183674,0.907574
5344.632812,39.183674,0.901278
5506.591309,39.183674,0.894581
5668.549805,39.183674,0.887576
5830.508301,39.183674,0.880355
5992.467285,39.183674,0.873005
6154.425781,39.183674,0.865609
6316.384277,39.183674,0.858244
6478.342773,39.183674,0.850975
6640.301270,39.183674,0.843861
6802.259766,39.183674,0.836952
6964.218262,39.183674,0.830289
7126.177246,39.183674,0.823901
7288.135742,39.183674,0.817813
7450.094238,39.183674,0.812040
7612.052734,39.183674,0.806589
7774.011230,39.183674,0.801464
7935.969727,39.183674,0.796659
8097.928223,39.183674,0.792166
8259.886719,39.183674,0.787974
8421.845703,39.183674,0.784065
8583.803711,39.183674,0.780422
8745.762695,39.183674,0.777025
8907.721680,39.183674,0.773851
9069.679688,39.183674,0.770879
9231.638672,39.183674,0.768086
9393.596680,39.183674,0.765450
9555.555664,39.183674,0.762951
0.000000,40.816326,0.833268
161.958572,40.816326,0.835749
323.917145,40.816326,0.838506
485.875702,40.816326,0.841572
647.834290,40.816326,0.844969
809.792847,40.816326,0.848707
971.751404,40.816326,0.852787
1133.709961,40.816326,0.857202
1295.668579,40.816326,0.861934
1457.627075,40.816326,0.866952
1619.585693,40.816326,0.872216
1781.544312,40.816326,0.877673
1943.502808,40.816326,0.883261
2105.461426,40.816326,0.888906
2267.419922,40.816326,0.894525
2429.378418,40.816326,0.900029
2591.337158,40.816326,0.905323
2753.295654,40.816326,0.910310
2915.254150,40.816326,0.914894
3077.212891,40.816326,0.918982
3239.171387,40.816326,0.922485
3401.129883,40.816326,0.925327
3563.088623,40.816326,0.927439
3725.047119,40.816326,0.928770
3887.005615,40.816326,0.929281
4048.964111,40.816326,0.928952
4210.922852,40.816326,0.927778
4372.881348,40.816326,0.925773
4534.839844,40.816326,0.922966
4696.798340,40.816326,0.919401
4858.756836,40.816326,0.915135
5020.715820,40.816326,0.910236
5182.674316,40.816326,0.904780
5344.632812,40.816326,0.898848
5506.591309,40.816326,0.892526
5668.549805,40.816326,0.885899
5830.508301,40.816326,0.879051
5992.467285,40.816326,0.872064
6154.425781,40.816326,0.865011
6316.384277,40.816326,0.857964
6478.342773,40.816326,0.850982
6640.301270,40.816326,0.844123
6802.259766,40.816326,0.837430
6964.218262,40.816326,0.830945
7126.177246,40.816326,0.824697
7288.135742,40.816326,0.818712
7450.094238,40.816326,0.813006
7612.052734,40.816326,0.807590
7774.011230,40.816326,0.802471
7935.969727,40.816326,0.797649
8097.928223,40.816326,0.793120
8259.886719,40.816326,0.788875
8421.845703,40.816326,0.784903
8583.803711,40.816326,0.781190
8745.762695,40.816326,0.777718
8907.721680,40.816326,0.774471
9069.679688,40.816326,0.771426
9231.638672,40.816326,0.768565
9393.596680,40.816326,0.765867
9555.555664,40.816326,0.763311
0.000000,42.448978,0.832571
161.958572,42.448978,0.834911
323.917145,42.448978,0.837506
485.875702,42.448978,0.840392
647.834290,42.448978,0.843586
809.792847,42.448978,0.847099
971.751404,42.448978,0.850934
1133.709961,42.448978,0.855083
1295.668579,42.448978,0.859529
1457.627075,42.448978,0.864245
1619.585693,42.448978,0.869191
1781.544312,42.448978,0.874320
1943.502808,42.448978,0.879571
2105.461426,42.448978,0.884876
2267.419922,42.448978,0.890159
2429.378418,42.448978,0.895334
2591.337158,42.448978,0.900314
2753.295654,42.448978,0.905009
2915.254150,42.448978,0.909328
3077.212891,42.448978,0.913184
3239.171387,42.448978,0.916497
3401.129883,42.448978,0.919194
3563.088623,42.448978,0.921214
3725.047119,42.448978,0.922507
3887.005615,42.448978,0.923040
4048.964111,42.448978,0.922793
4210.922852,42.448978,0.921762
4372.881348,42.448978,0.919961
4534.839844,42.448978,0.917416
4696.798340,42.448978,0.914166
4858.756836,42.448978,0.910264
5020.715820,42.448978,0.905770
5182.674316,42.448978,0.900753
5344.632812,42.448978,0.895286
5506.591309,42.448978,0.889444
5668.549805,42.448978,0.883302
5830.508301,42.448978,0.876936
5992.467285,42.448978,0.870417
6154.425781,42.448978,0.863810
6316.384277,42.448978,0.857178
6478.342773,42.448978,0.850575
6640.301270,42.448978,0.844052
6802.259766,42.448978,0.837651
6964.218262,42.448978,0.831410
7126.177246,42.448978,0.825358
7288.135742,42.448978,0.819523
7450.094238,42.448978,0.813923
7612.052734,42.448978,0.808573
7774.011230,42.448978,0.803483
7935.969727,42.448978,0.798660
8097.928223,42.448978,0.794104
8259.886719,42.448978,0.789812
8421.845703,42.448978,0.785778
8583.803711,42.448978,0.781993
8745.762695,42.448978,0.778445
8907.721680,42.448978,0.775118
9069.679688,42.448978,0.771995
9231.638672,42.448978,0.769060
9393.596680,42.448978,0.766292
9555.555664,42.448978,0.763673
0.000000,44.081635,0.831687
161.958572,44.081635,0.833855
323.917145,44.081635,0.836256
485.875702,44.081635,0.838922
647.834290,44.081635,0.841872
809.792847,44.081635,0.845114
971.751404,44.081635,0.848653
1133.709961,44.081635,0.852480
1295.668579,44.081635,0.856581
1457.627075,44.081635,0.860931
1619.585693,44.081635,0.865494
1781.544312,44.081635,0.870225
1943.502808,44.081635,0.875069
2105.461426,44.081635,0.879964
2267.419922,44.081635,0.884839
2429.378418,44.081635,0.889617
2591.337158,44.081635,0.894217
2753.295654,44.081635,0.898556
2915.254150,44.081635,0.902553
3077.212891,44.081635,0.906128
3239.171387,44.081635,0.909208
3401.129883,44.081635,0.911728
3563.088623,44.081635,0.913631
3725.047119,44.081635,0.914875
3887.005615,44.081635,0.915427
4048.964111,44.081635,0.915273
4210.922852,44.081635,0.914408
4372.881348,44.081635,0.912845
4534.839844,44.081635,0.910606
4696.798340,44.081635,0.907727
4858.756836,44.081635,0.904254
5020.715820,44.081635,0.900239
5182.674316,44.081635,0.895742
5344.632812,44.081635,0.890825
5506.591309,44.081635,0.885551
5668.549805,44.081635,0.879986
5830.508301,44.081635,0.874192
5992.467285,44.081635,0.868230
6154.425781,44.081635,0.862154
6316.384277,44.081635,0.856018
6478.342773,44.081635,0.849870
6640.301270,44.081635,0.843752
6802.259766,44.081635,0.837703
6964.218262,44.081635,0.831759
7126.177246,44.081635,0.825949
7288.135742,44.081635,0.820300
7450.094238,44.081635,0.814835
7612.052734,44.081635,0.809573
7774.011230,44.081635,0.804529
7935.969727,44.081635,0.799715
8097.928223,44.081635,0.795137
8259.886719,44.081635,0.790800
8421.845703,44.081635,0.786703
8583.803711,44.081635,0.782842
8745.762695,44.081635,0.779211
8907.721680,44.081635,0.775797
9069.679688,44.081635,0.772590
9231.638672,44.081635,0.769572
9393.596680,44.081635,0.766728
9555.555664,44.081635,0.764039
0.000000,45.714287,0.830655
161.958572,45.714287,0.832630
323.917145,45.714287,0.834811
485.875702,45.714287,0.837230
647.834290,45.714287,0.839903
809.792847,45.714287,0.842840
971.751404,45.714287,0.846044
1133.709961,45.714287,0.849509
1295.668579,45.714287,0.853221
1457.627075,45.714287,0.857158
1619.585693,45.714287,0.861288
1781.544312,45.714287,0.865570
1943.502808,45.714287,0.869956
2105.461426,45.714287,0.874388
2267.419922,45.714287,0.878803
2429.378418,45.714287,0.883132
2591.337158,45.714287,0.887303
2753.295654,45.714287,0.891241
2915.254150,45.714287,0.894874
3077.212891,45.714287,0.898131
3239.171387,45.714287,0.900948
3401.129883,45.714287,0.903265
3563.088623,45.714287,0.905036
3725.047119,45.714287,0.906221
3887.005615,45.714287,0.906795
4048.964111,45.714287,0.906742
4210.922852,45.714287,0.906062
4372.881348,45.714287,0.904763
4534.839844,45.714287,0.902867
4696.798340,45.714287,0.900403
4858.756836,45.714287,0.897410
5020.715820,45.714287,0.893931
5182.674316,45.714287,0.890015
5344.632812,45.714287,0.885714
5506.591309,45.714287,0.881078
5668.549805,45.714287,0.876159
5830.508301,45.714287,0.871007
5992.467285,45.714287,0.865669
6154.425781,45.714287,0.860190
6316.384277,45.714287,0.854612
6478.342773,45.714287,0.848974
6640.301270,45.714287,0.843313
6802.259766,45.714287,0.837662
6964.218262,45.714287,0.832053
7126.177246,45.714287,0.826517
7288.135742,45.714287,0.821081
7450.094238,45.714287,0.815772
7612.052734,45.714287,0.810613
7774.011230,45.714287,0.805624
7935.969727,45.714287,0.800823
8097.928223,45.714287,0.796226
8259.886719,45.714287,0.791842
8421.845703,45.714287,0.787677
8583.803711,45.714287,0.783735
8745.762695,45.714287,0.780014
8907.721680,45.714287,0.776507
9069.679688,45.714287,0.773206
9231.638672,45.714287,0.770099
9393.596680,45.714287,0.767171
9555.555664,45.714287,0.764405
0.000000,47.346939,0.829516
161.958572,47.346939,0.831284
323.917145,47.346939,0.833230
485.875702,47.346939,0.835383
647.834290,47.346939,0.837760
809.792847,47.346939,0.840370
971.751404,47.346939,0.843216
1133.709961,47.346939,0.846292
1295.668579,47.346939,0.849587
1457.627075,47.346939,0.853082
1619.585693,47.346939,0.856747
1781.544312,47.346939,0.860549
1943.502808,47.346939,0.864442
2105.461426,47.346939,0.868378
2267.419922,47.346939,0.872300
2429.378418,47.346939,0.876149
2591.337158,47.346939,0.879859
2753.295654,47.346939,0.883367
2915.254150,47.346939,0.886610
3077.212891,47.346939,0.889526
